filename,chroma_stft_mean,chroma_stft_std,rmse_mean,rmse_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,rolloff_mean,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,peak_value,Class
Raag Shree.mp3 (4): part 3.mp3,0.31314772,0.30980977,0.05863586,0.042563558,1404.060644,344.8197818,1896.153657,369.6478772,2321.305893,803.1292687,0.034338395,0.012873052,-302.0845,39.645657,178.1101,24.200008,-14.83968,15.056086,-7.200554,11.771973,10.807575,13.9017105,-6.233346,12.242825,-3.6883483,8.804112,-2.9168015,8.248077,-10.866388,8.274166,-6.6747046,8.871041,2.5245073,6.493249,-0.48868164,8.129652,-1.7460583,7.0845456,-0.0656709,6.1695457,-2.04201,6.171886,-3.360602,7.1826525,-5.574649,7.7961717,-3.1489418,5.964531,-1.4837699,5.9221,-4.7888937,7.182469,0.47360176,Hindustani
Raag Todi.mp3 (2): part 1.mp3,0.32076487,0.3056957,0.0679635,0.04126433,1288.822809,367.7422619,2188.454815,344.5495329,2009.861019,892.1216847,0.022627326,0.011071616,-310.4789,29.150364,173.00616,16.165152,8.365145,13.480037,6.469294,11.259763,-1.570724,10.838503,7.9158187,10.220609,2.7004302,8.307133,-19.863089,7.827317,-6.8403144,8.675815,-3.905554,9.797358,-9.083588,7.44572,-3.1002767,7.402812,-7.780105,7.4844184,-3.7827895,6.8255835,-1.34051,7.1977253,-7.786062,6.35252,-3.3683991,6.5883775,1.4737021,6.990728,-1.463035,6.0759215,-7.0231104,6.807055,0.538401,Hindustani
Raag Todi.mp3 (2): part 2.mp3,0.2877023,0.30741736,0.09085925,0.05503675,1247.657682,281.9009363,1996.52107,309.5959044,1918.471131,712.9040672,0.024855582,0.008298953,-285.205,37.075813,180.60861,16.28623,1.113344,16.663557,6.529352,11.456947,0.27934822,14.611984,5.085284,12.798666,2.1977856,8.270064,-18.332129,9.240424,-7.8131514,8.647129,-4.615256,8.923773,-8.276758,7.878047,0.33097136,8.302679,-1.7112565,8.062645,-0.07753909,7.041524,1.1337178,6.394514,-4.8736515,6.494653,-0.3955712,7.293335,6.184738,7.5294933,1.1075386,5.9562206,-5.432057,7.3040433,0.5691447,Hindustani
Raag Todi.mp3 (2): part 3.mp3,0.2997421,0.3085675,0.08604396,0.0528467,1246.141929,265.7595364,1978.25263,346.6123508,1825.17384,662.7143265,0.026497474,0.007780867,-285.015,42.989506,182.09242,19.977795,5.4161344,17.234734,0.5451163,10.978741,-4.6871314,17.704424,0.59849524,12.594383,1.307181,8.080641,-17.05892,9.114374,-7.6855903,8.938802,-2.545629,8.198363,-7.0127997,7.8714495,-0.29444394,8.335252,0.38799828,8.251002,1.5643891,6.4228606,0.48872212,6.734893,-6.5101337,7.1832595,-3.1837487,7.840429,3.5450544,7.2942257,-0.055838164,5.9458737,-4.1346316,7.077778,0.5723491,Hindustani
Raag Yaman.mp3 (2): part 1.mp3,0.33106092,0.3008245,0.057887647,0.028931566,1339.793234,303.9121821,2229.831734,384.0208102,2185.910994,748.6873941,0.022752381,0.010237982,-311.03555,27.024775,178.21075,16.752535,-4.325004,13.5012045,11.566222,9.770581,4.2056336,11.644771,11.826576,10.3084,3.756387,9.147737,-8.357104,8.75331,-5.2953067,8.563385,-3.934809,7.9098525,-10.581171,8.810742,1.0130309,7.308002,0.71759754,8.267385,-0.09247385,7.144666,0.9030708,6.5982695,-1.0854685,6.8957977,-5.241367,7.1818833,-5.0266004,6.660497,-0.8008864,5.9692535,-6.919751,6.636902,0.49273762,Hindustani
Raag Yaman.mp3 (2): part 2.mp3,0.29142207,0.30454496,0.071376465,0.044578265,1394.841657,242.2609109,2016.653539,253.9126577,2257.897972,545.9956989,0.029886209,0.008937716,-285.88367,33.809814,178.48328,16.135046,-15.645029,13.771674,3.307681,10.534164,2.4710317,16.613888,3.2187479,10.905969,-0.70420134,9.425018,-9.5993395,9.176097,-0.40614435,8.356549,-5.5557437,8.659078,-6.3866034,8.557715,2.7487564,8.591379,1.5883143,8.719741,-1.0305841,7.007082,1.6229835,7.2197084,-0.166883,7.484561,-7.2277884,7.416092,-2.7364602,6.635104,1.1950495,6.237858,-6.504129,7.505971,0.50644505,Hindustani
Raag Yaman.mp3 (2): part 3.mp3,0.33999217,0.3013925,0.06696885,0.042952947,1374.935122,489.2816066,2008.02766,370.6261838,2325.856359,993.8623815,0.029966805,0.021205229,-285.79465,41.09714,183.24292,21.399921,-11.847966,14.075916,4.2707705,10.650463,8.756385,15.1710205,4.3305693,10.684552,-2.7857437,9.477604,-8.016289,8.965665,-1.1402913,8.302899,-6.077835,8.974845,-4.712667,8.114935,1.0484743,8.773563,-0.77455914,8.307584,-1.0536039,7.5058517,0.38858926,7.2954454,-1.8654332,7.790303,-5.722743,7.5951347,-2.0719883,6.1947417,0.023389308,6.2108536,-6.0841293,7.2606273,0.5460164,Hindustani
Raag Todi.mp3: part 1.mp3,0.34480664,0.3037608,0.04931983,0.032495387,2370.952059,663.0768468,3239.459034,482.9996427,4454.005863,1691.844294,0.047469728,0.021565376,-267.6349,32.507572,138.20467,20.634987,-16.00046,12.7139,14.356733,9.304686,16.141186,11.046108,11.105221,9.223615,-18.419811,10.377299,-0.7052681,9.281324,-1.4144106,8.377221,3.3686876,9.258794,-10.109962,9.162716,7.1916265,8.63506,2.095164,8.490671,-1.549146,7.421361,-6.5090113,7.8093348,-3.8282042,7.364982,-0.74353915,6.5544906,-6.876214,6.246499,2.254161,6.3995566,-5.170651,6.5728707,0.69425094,Hindustani
Raag Todi.mp3: part 2.mp3,0.32594863,0.30846286,0.0437367,0.033811986,2620.851581,702.6149834,3484.265838,573.6393838,5349.680107,2304.070933,0.053180742,0.024590174,-280.0851,28.565561,128.48946,21.274391,-12.836557,12.236183,7.478973,11.507522,5.7595263,10.79148,11.734816,9.012866,-19.675474,10.332631,1.5897727,9.303251,-3.4993942,8.715868,3.0660543,9.352788,-6.3741393,8.105045,7.8242493,9.196707,2.6881528,8.372027,-0.94085145,7.5254545,-4.522046,9.038428,-3.7992892,7.885074,0.4760058,7.2457414,-4.3124557,6.7709026,3.321289,7.312119,-3.6598005,7.5857105,0.6839006,Hindustani
Raag Todi.mp3: part 3.mp3,0.32976177,0.31136042,0.042387772,0.03713621,3212.919292,859.3902426,3879.036528,619.8638741,7114.47477,2698.537445,0.068064001,0.031248683,-269.75543,34.1733,113.27731,22.077654,-18.419184,14.385621,13.840072,12.663321,-1.8044716,11.502353,12.232209,9.403869,-21.741268,9.981667,7.704324,8.743393,-5.545966,8.320002,6.574717,8.723794,-5.4178367,7.4944763,9.055344,9.467094,-0.7395297,7.565794,-2.1182377,8.230869,-1.7720315,8.708222,0.46904933,7.6603994,4.0359015,7.3541737,-4.8365145,7.040535,2.9805725,7.3756104,-4.188414,8.115111,0.54039764,Hindustani
Raag Malkauns.mp3: part 1.mp3,0.33300504,0.30046418,0.050756123,0.021835694,1346.031248,309.8909489,1952.155262,251.3565277,2337.779395,767.1960415,0.026825869,0.009045369,-297.8937,35.086037,181.98376,12.923421,-6.915197,16.042448,16.048937,11.507801,-4.6030855,10.590219,3.4078145,8.579091,-1.2030748,8.354975,-4.5328746,7.7978044,-4.060405,8.932743,-17.206743,8.300387,-11.515505,8.847864,-6.0509005,7.8280826,-2.5070384,8.770986,-8.91837,7.810981,-4.200916,7.7155166,-4.8431535,6.459101,-8.600359,6.401874,2.6953185,6.9409475,-0.66427284,6.8789816,-4.562176,6.5008245,0.38108557,Hindustani
Raag Malkauns.mp3: part 2.mp3,0.3312611,0.30629918,0.056177266,0.023539778,1438.718947,291.7266024,1995.439118,277.6785168,2561.243568,790.1730276,0.030479095,0.01088867,-286.15628,33.76695,181.05605,12.773139,-15.687615,16.663351,17.53701,12.272632,-9.538176,12.111734,1.9852707,10.687342,-2.304429,8.509689,-5.974525,8.90679,-6.896938,9.024645,-18.288832,8.483123,-8.230799,8.852341,-3.745643,8.766248,-1.0679555,9.899769,-8.422869,8.234619,-4.0745683,7.129209,-3.6281004,6.878457,-8.512533,7.184713,1.442001,7.1012025,1.1735373,6.6478043,-3.1196475,6.8898306,0.46639967,Hindustani
Raag Malkauns.mp3: part 3.mp3,0.35605437,0.30356076,0.055781372,0.022860758,1490.379073,380.1460876,2062.898698,318.2481083,2719.217679,1022.573405,0.030059532,0.012002156,-280.2021,37.80407,177.43413,13.250582,-13.178336,19.355276,19.694836,12.900303,-7.5102067,13.340569,4.3050647,10.767431,-0.43926755,8.673769,-7.2701397,9.154715,-7.542835,9.281782,-17.924395,8.335119,-7.656533,9.021601,-2.1359956,9.785952,-0.38744372,10.302065,-7.4416156,7.979352,-3.3671355,7.121644,-2.5101864,6.957538,-6.353535,7.2127166,2.6729527,7.005436,1.3509617,6.965923,-3.1588163,7.337224,0.41067868,Hindustani
Raag Kalyan.mp3: part 1.mp3,0.32339004,0.3067364,0.084981926,0.034590334,1552.896306,534.4315537,2044.82262,376.259516,2893.991194,1074.396031,0.033318017,0.019296566,-238.81851,42.401962,181.33939,18.317785,-23.475855,14.571453,16.638718,14.4726715,2.860259,14.566726,6.3616705,10.018721,-8.256899,11.010946,0.78486603,8.728129,-3.4452116,8.922281,-19.560423,10.416475,-6.648155,9.359921,-2.9862056,8.204582,0.9323908,10.008845,-7.0098753,8.487756,1.0009358,7.236491,-2.5190718,6.9591584,-8.788196,7.109084,0.88867384,7.298041,-4.801256,6.814837,-5.1516438,6.6114407,0.6186943,Hindustani
Raag Kalyan.mp3: part 2.mp3,0.31889832,0.30944124,0.08882248,0.03806557,1558.537924,343.6433494,2006.610301,340.1637221,2922.478961,822.2391239,0.033715367,0.010352023,-233.63239,38.811657,180.39784,15.343123,-25.623981,15.44264,16.404936,15.866391,-1.0903647,17.334572,4.907796,10.069463,-5.2612967,10.100395,-1.4855553,9.359895,-5.095834,8.759908,-19.229542,10.499522,-4.81586,9.370512,-0.07392392,9.117587,1.3434482,10.548997,-6.221746,8.229229,0.32618275,7.1216564,-2.423359,7.0009036,-8.4656105,7.0977983,-0.15460613,6.923771,-2.9082754,6.911095,-5.474709,7.166098,0.6652193,Hindustani
Raag Kalyan.mp3: part 3.mp3,0.34369814,0.3010517,0.082115345,0.03320818,1525.694629,424.0077711,1999.126311,409.7787364,2874.747391,1039.91929,0.033222249,0.011322178,-232.3921,43.774193,184.92703,18.062689,-22.444502,15.45452,19.122293,15.809481,-0.9629978,17.364563,6.244621,9.708124,-1.4267396,9.405534,-0.68073595,8.937435,-2.9513693,7.8050666,-14.04717,9.152228,-3.4987254,8.780757,0.64091647,9.259912,2.301296,10.128223,-4.3085804,7.8914967,0.22096539,7.1405444,-4.0532637,6.702824,-6.092281,6.6328235,1.4209659,6.503966,-0.75568646,6.939788,-1.746517,7.0085897,0.7097001,Hindustani
Raag Bhimpalasi.mp3: part 1.mp3,0.31570444,0.3037077,0.055236124,0.03134461,1317.899332,322.265101,1745.500032,370.1942732,2475.842081,734.5103007,0.029121052,0.010122579,-283.21933,40.44145,163.50757,15.740082,0.30763397,15.900971,7.5691767,15.188118,13.660333,13.843986,5.734867,12.484285,-7.140206,9.424885,-14.238261,9.306669,-6.727822,8.850338,-7.7505264,7.980217,-7.3976955,10.390524,0.61793464,7.86444,3.8758588,9.257174,-5.210742,8.306545,-3.6682715,7.4925866,2.232674,8.003044,-0.4706931,7.9396434,0.5859274,7.182268,-3.2247007,7.0905614,-5.1332717,6.425026,0.84451854,Hindustani
Raag Bhimpalasi.mp3: part 2.mp3,0.32141352,0.3093553,0.07047143,0.04767315,1461.891404,419.107154,1858.068271,465.4931179,2839.154268,1053.758678,0.031329229,0.011321314,-261.33688,46.88723,161.44017,18.98708,-7.114222,18.294235,11.784984,19.904573,8.429721,18.517445,5.2586017,12.292486,-6.7421227,9.537243,-13.937889,10.287702,-5.713071,8.909456,-7.8330154,9.270788,-4.168065,10.450951,1.8824823,8.085606,4.3368673,9.644193,-5.3575287,8.47239,-5.4642825,7.276943,0.35342088,8.00839,-3.0866299,8.371091,-0.21256973,7.4579825,-1.385612,7.461012,-5.82842,7.545195,0.8097179,Hindustani
Raag Bhimpalasi.mp3: part 3.mp3,0.3576137,0.30375662,0.08013756,0.043983623,1393.928792,360.1683562,1798.747323,398.2135146,2626.685805,797.3217918,0.030885869,0.00957823,-243.26503,45.54969,175.73624,13.9299555,-10.165623,18.894648,10.593615,15.692524,10.134054,17.117678,7.317961,12.833186,-5.088761,9.285153,-11.531532,10.986948,-3.7478828,8.947392,-7.5017376,8.640263,-5.3904204,10.402157,2.3487349,7.993544,4.2169795,9.3055105,-7.0711412,8.629787,-3.6162271,7.5988407,1.8156543,8.117268,-3.1679175,8.254609,-0.43525934,7.499387,-2.2115147,7.2044997,-6.083905,7.264782,0.79461116,Hindustani
Raag Lagan Gandhar.mp3: part 1.mp3,0.36758327,0.30429778,0.044900436,0.033185165,1441.662162,307.1799907,2006.438448,335.1403205,2569.691705,535.5851351,0.034590382,0.01496397,-315.04327,34.85626,179.40329,18.741714,-13.488499,18.86084,-5.7965183,10.285734,24.583334,10.238654,-3.3738618,8.539536,-10.460594,8.549623,0.71557534,8.246524,1.9808453,7.8709836,-2.9854155,8.674284,-5.1747894,8.318138,2.380964,8.602722,5.694768,7.7608705,-2.1889217,7.877002,-5.513642,8.064646,0.13393979,7.523562,-0.84991217,6.410763,-4.093224,6.2720637,-0.4989902,6.1048303,-1.0982573,6.2337894,0.6262108,Hindustani
Raag Lagan Gandhar.mp3: part 2.mp3,0.33622658,0.30867246,0.05094475,0.042231478,1442.715464,295.892209,1996.958569,323.5900246,2515.887007,546.0668231,0.03445719,0.014029716,-311.55237,36.003975,176.60251,17.24621,-14.124337,20.883064,-5.7108803,9.817602,21.619373,10.304944,-4.653412,8.921602,-9.624449,8.396403,-0.99371725,8.065779,-0.18856935,7.626254,-1.1737736,8.305118,-1.5786519,8.133403,2.046234,8.285452,2.22962,8.081024,-4.1565857,8.415162,-4.849998,8.326156,0.63463026,7.5543566,-1.6398158,7.332835,-4.9020724,7.359493,-0.424049,7.7875767,0.97421044,7.6276107,0.61839604,Hindustani
Raag Lagan Gandhar.mp3: part 3.mp3,0.35439986,0.31240994,0.069569334,0.04221747,1373.84532,305.7818968,1791.920776,294.3286122,2464.617524,554.889342,0.034219218,0.014990805,-282.03818,42.270523,190.67,20.393192,-23.282314,22.86089,-4.6911945,11.459074,22.063002,11.32434,-7.967496,9.487245,-8.663944,8.980724,-0.48497874,8.947698,-1.0881299,8.134925,-1.9965254,8.4647255,-0.86394817,8.048393,4.6971326,8.421945,3.1867015,8.744215,-3.7763066,9.466439,-4.020794,8.659077,1.0956697,7.526106,-0.07368178,6.8939567,-3.2281563,6.875417,-0.92555636,7.1298084,0.2180002,7.3083377,0.65643126,Hindustani
Raag Mian Malhar.mp3 (2): part 1.mp3,0.3894606,0.296057,0.041304022,0.022050682,1311.876553,334.5959352,1976.601753,356.4434304,2368.988105,904.8171186,0.025700592,0.009955178,-318.10394,35.41021,181.3524,12.183995,0.60875434,15.996886,13.980118,14.706702,1.5892379,12.4631815,0.086140685,8.408044,-4.8648205,8.309098,0.5374051,8.424504,-1.0313394,8.013724,-12.876721,9.847231,-10.413659,8.653481,-4.8700423,8.354822,-1.0112467,8.351621,-6.8809834,9.015916,0.41101333,7.7120333,-0.25903234,6.629932,-4.012307,7.8102226,2.8932285,6.8913,1.598067,6.779465,-0.9801784,6.200816,0.6381806,Hindustani
Raag Mian Malhar.mp3 (2): part 2.mp3,0.3855475,0.30395123,0.04925531,0.032854352,1436.443939,431.4104313,2034.761347,428.064083,2713.059823,1127.595753,0.02863182,0.011802108,-281.41275,38.33711,155.66664,12.479991,9.381379,19.894756,7.0252366,15.451039,3.5409317,14.726845,-3.0973206,9.665363,-3.0291653,7.888875,-1.0983825,8.025028,-3.9862688,8.452096,-10.808412,9.42379,-7.131176,8.914559,-1.7243658,8.517524,-0.8293382,8.461466,-2.8502882,7.826982,0.40842867,6.751622,-1.127087,6.57919,-3.9036736,7.872309,2.1869514,6.9520764,3.3078394,6.376329,-1.0680652,7.0494447,0.9317877,Hindustani
Raag Mian Malhar.mp3 (2): part 3.mp3,0.39738014,0.30066037,0.053901188,0.029610988,1467.219492,452.2855568,2089.880728,456.9303442,2731.313893,1130.698647,0.029308818,0.011971463,-281.3573,45.26009,174.76958,16.172451,-4.2365446,20.002243,12.539437,17.889029,2.7813396,15.497164,0.22214581,9.953996,-5.6878753,8.597596,-2.0543964,9.472794,-2.9932964,8.309913,-8.950731,9.110719,-2.7005153,8.971323,0.13371135,9.03814,1.029881,9.60821,-2.5391638,8.057345,0.0749645,7.0991917,-2.393395,6.948903,-3.8118396,7.730709,2.6464596,6.7146277,3.0336664,6.6842556,-0.18508501,6.789692,0.8759707,Hindustani
Raag Ramdasi Malhar.mp3 (2): part 1.mp3,0.38425702,0.29500002,0.06547444,0.03195372,1496.971037,400.3882674,2313.185708,386.2501474,2840.858737,1124.644644,0.025316547,0.010605567,-272.90176,41.694473,173.94995,14.249138,-3.8689814,14.006862,27.569164,15.584539,-3.367445,12.359745,1.5956234,9.4999485,-7.664313,8.277512,1.0056442,8.665305,-3.3878145,8.320146,-10.204657,8.99834,-4.629192,8.01859,-8.890163,9.129228,-1.5966532,9.209581,-3.6046991,7.728267,4.1894445,7.368563,0.7866235,6.850607,-4.0825567,8.03162,3.455671,7.00057,0.8447286,6.9479895,1.9878244,6.615247,0.5943472,Hindustani
Raag Ramdasi Malhar.mp3 (2): part 2.mp3,0.39146423,0.30273366,0.088111915,0.05186167,1504.351508,485.9645793,2276.874734,425.1395417,2890.808283,1287.843457,0.024956484,0.012108983,-243.61533,42.082645,164.02986,13.475421,2.1616051,19.257322,21.32115,17.493988,2.286621,14.045189,-0.28970793,9.558779,-3.9008555,8.230164,-1.4276388,9.30076,-2.0626733,8.305323,-7.115603,9.48234,-3.0664136,9.036832,-2.7742374,8.0225315,-0.7854043,8.582548,-1.5380958,8.033712,2.9285257,7.2779455,0.027221903,7.209927,-2.6108048,7.722451,4.1354995,7.1247673,3.9069853,6.605512,0.544547,7.1505857,0.95513904,Hindustani
Raag Ramdasi Malhar.mp3 (2): part 3.mp3,0.44352406,0.29003632,0.0776733,0.041188724,1476.282328,475.4538096,2254.313249,438.5036401,2798.147422,1207.06983,0.024538676,0.013275287,-255.04181,44.565998,173.8985,15.76684,-4.1160707,16.527964,21.62925,15.954499,3.0950649,12.75063,3.2808487,8.6944475,-4.973768,9.013494,0.6458768,8.714289,-2.0710678,7.7768536,-7.1300435,8.43548,-2.4325094,8.367655,-2.19732,8.042891,0.36381528,8.703939,-1.0920079,8.112941,3.1680963,6.9571466,-1.455914,7.013379,-1.8631717,7.4138985,3.482832,7.135624,2.8569415,6.241692,2.2997098,6.546693,0.9552056,Hindustani
Raga Lalit - Khayal.mp3: part 1.mp3,0.30274525,0.2936899,0.129965,0.04522381,1693.890065,235.839596,1663.310731,196.9585983,3155.907104,472.7960042,0.04985197,0.012432922,-190.32741,15.674259,190.40155,14.5285015,-70.47392,12.701014,2.5797665,10.638037,-11.752386,10.600788,-27.868382,10.989659,-9.1004095,7.3624754,-8.704178,7.5639014,-7.3310156,8.64508,-18.999014,8.545412,-13.744479,9.313005,-4.942929,7.4399843,-1.67786,7.975745,-4.764668,7.7118382,-6.2755694,7.1532516,-6.4031777,7.4576635,-8.672367,7.3017898,-2.491035,7.0612106,-5.059119,6.9699607,-5.561301,7.721281,0.8376204,Hindustani
Raga Lalit - Khayal.mp3: part 2.mp3,0.29793933,0.30132973,0.16210938,0.0661174,1730.828325,246.7498641,1634.478748,234.412549,3128.939592,582.1048034,0.052429331,0.012519668,-178.13342,20.405727,180.57393,17.334097,-71.62918,16.28802,-7.086327,14.01936,-15.618488,13.891123,-31.36751,13.322972,-6.836876,9.223994,-9.736057,10.49619,-12.624779,9.844941,-14.984292,8.207031,-9.717192,8.295842,-5.1797557,7.7338414,-1.7680465,8.335204,-4.438857,7.9696174,-7.8905025,7.8105154,-7.0324697,8.177202,-7.1381426,7.612242,-0.23982933,7.376497,-2.776509,7.264361,-6.9710684,8.976377,0.9103886,Hindustani
Raga Lalit - Khayal.mp3: part 3.mp3,0.30228642,0.30250913,0.18067203,0.06607554,1654.996377,259.5683374,1603.400769,280.7855852,2941.349744,631.6824075,0.049676453,0.011102246,-168.59068,23.345991,191.75021,16.677334,-66.39138,16.356613,-3.9665003,15.152295,-10.283209,14.853613,-24.518951,13.963257,-3.1995363,9.761518,-5.524523,10.868706,-9.014335,9.538484,-9.358696,7.798701,-5.669938,8.132611,-2.7328355,8.220573,3.0511029,8.322846,-2.0864565,8.330229,-7.5171432,7.299178,-6.6355557,8.3021755,-4.8449593,7.271196,0.85510826,7.487762,-1.3834313,7.338553,-4.282471,8.705888,0.95208013,Hindustani
Raga Shree - Khayal.mp3: part 1.mp3,0.31837592,0.29868415,0.07709998,0.042802796,1575.496427,233.981831,1967.194284,276.6271923,2660.448596,494.2549068,0.04054989,0.012136817,-245.91008,27.3555,186.7849,13.799544,-37.403122,13.586653,2.6565526,8.92413,-6.3756566,10.1971655,0.60251015,10.376762,-7.2242866,7.262124,-8.064548,7.552913,-8.86119,7.679049,-15.149238,8.129936,-8.144311,8.079818,-1.2617689,6.2186775,-2.2012985,7.755275,-6.7383027,7.485378,-3.0437765,6.339329,-1.3635043,6.543069,-2.4123077,6.6672997,-2.7298257,6.0754156,0.056402206,6.2966332,-4.4746237,6.9797196,0.79578745,Hindustani
Raga Shree - Khayal.mp3: part 2.mp3,0.3173934,0.3029031,0.09964831,0.059660506,1566.123121,226.3656892,1881.889509,285.4685083,2651.809644,491.9984719,0.042692455,0.013363723,-229.6416,32.8488,184.99199,14.640969,-37.75363,17.665089,-1.420476,9.540271,-3.4091415,11.830202,-3.5904517,12.204371,-4.6057067,8.05068,-7.9330597,9.746684,-9.348687,8.303635,-14.574341,7.630137,-5.6830115,7.4605193,-1.6087509,6.4866447,-4.2618165,8.256949,-7.315425,6.955267,-4.0536275,6.8108244,-1.3261399,7.263144,-2.7614107,6.819885,-0.9995071,6.6203685,-1.0554544,6.8701477,-6.123736,7.8174925,0.87679815,Hindustani
Raga Shree - Khayal.mp3: part 3.mp3,0.34054235,0.30455086,0.106253214,0.05922338,1433.23476,233.3586875,1826.756762,289.0998535,2384.408792,545.9653125,0.036473416,0.011045336,-223.50354,36.989418,189.56467,18.922586,-26.855034,16.943066,-1.3964097,10.169723,-0.11561605,12.847317,-1.3452933,12.610501,-2.6570532,7.6939015,-6.8917937,9.498351,-6.9930706,8.284911,-12.233262,7.5020423,-3.9467676,7.28955,-0.3007288,6.5540876,-2.9392214,8.46989,-5.314209,7.378786,-3.2366118,6.421166,-1.0794952,7.0197196,-3.367487,6.830915,-1.5768548,6.314446,-1.5380498,6.460393,-5.022658,7.6412873,0.9309992,Hindustani
Thumri in Piloo.mp3: part 1.mp3,0.32533282,0.29783198,0.08964246,0.054362893,1623.524703,331.2101058,2250.014863,361.8287826,2751.066153,776.2764153,0.036556419,0.012654597,-237.41064,28.98123,176.89682,16.091005,-22.609653,12.095507,1.5616286,9.381446,-6.059737,11.235069,5.1931705,10.367907,-9.280383,7.5426607,-6.989583,7.497123,-9.6958065,7.3022346,-15.509055,9.62352,-11.513356,9.486693,-0.22241497,7.057876,-2.6905446,8.327337,-7.112818,7.882274,1.4623113,7.088246,2.3326306,6.259367,-2.6176662,7.2856827,-3.823308,6.7782426,1.8052377,6.3450723,-2.7604995,6.7172647,0.7279855,Hindustani
Thumri in Piloo.mp3: part 2.mp3,0.28415066,0.30330348,0.12887026,0.07572397,1577.91329,275.1081092,2028.537922,327.3137364,2579.456228,639.6409206,0.03966544,0.013861432,-221.07182,30.106544,179.69963,15.586855,-35.294025,16.538652,-3.1915836,10.057877,-8.184126,12.7584095,-1.1155208,12.171605,-10.205257,8.927512,-7.82786,10.382532,-13.319766,9.261612,-15.7438755,8.900885,-9.149959,8.78187,-1.5591841,7.4826207,-2.716086,8.909389,-7.5480857,7.597873,0.29525277,7.059343,3.1870494,7.33603,-1.7350087,7.186213,-4.201727,6.719505,-1.2562417,7.3859844,-6.0862403,8.147948,0.88056475,Hindustani
Thumri in Piloo.mp3: part 3.mp3,0.32547757,0.30491784,0.12793364,0.06417591,1396.124517,256.7941319,1879.353475,295.8807194,2202.177259,560.5471233,0.03435502,0.011100198,-219.05307,29.733374,195.70232,16.995392,-27.053726,14.58401,-2.5358036,10.83133,-6.8278747,11.557005,2.565645,10.298506,-6.5166144,8.470099,-4.4987288,9.237269,-8.06926,8.604264,-13.070667,8.745138,-6.903256,8.812826,0.07828524,6.95436,-0.83594126,8.537299,-4.5377917,7.3671374,1.8508809,6.814087,2.3492923,7.137906,-1.6484807,7.1782875,-2.9498236,6.35898,-0.3257443,6.3427587,-5.788421,7.103329,0.8584586,Hindustani
